asin,overall,reviewText,summary
B000P46NMK,1.0,"I'd be tempted to buy this game at the now-lowered 50% off price tag if it wasn't for one thing-- the game has no subtitles!!!  I've never played it and refuse to because of the laziness of the company not to add subtitles at least during cut-scenes.  There was an article on IGN stating that the developer ""just didn't have time"" to put them in.  That's a direct quote.  This is unacceptable.  Video Games are becoming the next great medium, much like movies were in the 20's to 70's.  It's a multi-billion dollar industry.  Deaf and Hard of Hearing gamers demand equal access to media, just like mandated closed captioning on TV.  This affects hearing gamers as well.  Imagine you're playing at night and need to be quiet so as not to wake others in the house.  You're not going to have any idea what's going on.  Or maybe you have loud roommates and can't hear the game too well.  Welcome to our world.  Deaf and Hard of Hearing gamers(and those who can empathize) unite!  Boycott this product!  Show developers that this form of discrimination is unacceptable!","No Subtitles, Don't Buy!"
B00FMZO180,1.0,that ps4 headset sucks,One Star
B001U2BMF4,1.0,"No map of full course when playing, shake controller for spin? kinda dumb, way too confusing too like 20 pages of character crap, an stats??? idk I just wanted to golf jeeze controls were not as good as sports resort either!!!","Terrible, liked wii sports resort a lot better!!!!"
B000CQIDTC,1.0,"cum'on people, why pay full retail price for a game that you must pay a monthly fee for to download from steam to play and are required to download new content everytime you go online to connect.  That stinx!  If you don't see it then why are you in this country?  To pay a full price for ""A BOX"" and then have to download and ""prove"" you own it(as in liscense) EACH AND EVERYTIME YOU start the game is not only ridiculous but draconian and dictationial of people's privacy.  And since it is a SINGLE player game why not let it be played PRIVATELY and leave the MMO B. S. for when you want to socialize and hack noggins.  SOme of us also have dial up and refuse to leave it.  LYour cred is charged every time the steamers think of a reason)dumb or otherwise) just like the frivolous banks thier searvice charges for ""a visit"".  I don't want to have this compliaction why not just pop in the lousy CD and play it?  That's the way it's always been.  If you can for Lenard Skynard, then why not Half-life(and it's episodic sqeequals).  ALso I am sick of these stuipid computer gaming magazines who constantly review ""Steam"" all Praise the Steam and that crapola and no other companies are mentioned.  Why mess with this headache when you could get Paraiah for half price and just load it and play.  Same thing, Doctor and his reluctant girl friend with mordorian hair.",thinkikng man's game for idiots.
B00IAVDOS6,1.0,Broke within 5 months for no reason.... just stopped working.,Don't buy
B00XBDM4R0,1.0,"My Genesis won't turn on. Ive plugged in the power cord and your cords and... nothing... I tried with several original Genesis games, reproduction carts, nothing works. I don't really want to return it but I hope someone can help me out. I included a picture of my setup. I love old systems but its been so long since Ive played my Genesis, maybe I set something up wrong?",Doesnt work on my Model 3 Genesis
B00BGA9Y3W,1.0,"I'll keep it simple for you. Microtransactions destroy a game for all who like to grind. Would you rather sell microtransactions and destroy this commitment by players, or would you rather have these players continue to play your game for 500 + hours. Microtransactions simply destroy this ecosystem and this can be seen by the fall of Destiny players. I for one do not support companies who rely on money grabbing techniques. I will never buy another Bungie game again.",Horrible
B000KIPDZO,1.0,Why would anyone need a intercooler for the Ps3 anyway?From what I've heard the Ps3 runs cool and doesn't have the overheating problem that the 360 does. Someone correct me if I'm wrong. I'm about to buy a Ps3 for the reason I can play games longer on it without it getting hot and not get the red ring of death lights.,Ps3 intercooler
B000SH3XG8,1.0,"This game is trash. You only have 5 matches to choose from:single,tag team,hardcore,3 way & knockout. The hardcore matches are the worst because you only have 2 chairs to use. The career/story is so easy to beat/finish. I mean I beaten it 15 times. The wrestlers in this version of SVR08 are wimps. They only last like 6 to 7 minutes. The only way to make the mathces longer is to have a 3 way bout. The only GOOD thing about this game are the sample c.a.w superstars & divas but even then that still won't save this lame game. I give this gargabe a 2 out of 10.",SVR 2008 WII review
B00JJEC31C,1.0,"This product is slippery in the hand. There is a rubber grip so it should be easy to lift the mouse. And it is heavy because it is a wireless mouse. And I want the point position to come down a bit. And when I look at the floor, I want the point to turn slightly to the right (about 15 degrees). Otherwise, it will hurt my wrist for a long time.",There is a rubber grip so it should be easy to lift the mouse
B001QA2TYS,1.0,"I'm not a huge fan of Japanese RPGs, but I played enough Final Fantasy in my day to understand their premises.  This game, however, is NOT Final Fantasy.  At least Final Fantasy let you know what was going on, although weird and outlandish it might be.  Last Remnant is like reading the fifth book in a series; it does little to tell you who the characters are beyond 'this is there name and they are now your friend'.  Kind of odd, if you ask me.  Tell me who they are, what they do, why they do it, who are they friends with, why did they join my cause.  Not just 'they now fight with you'.  The combat system is OKAY.  Nothing to write home about.  You attack monsters, they attack you, the end.  It feels a bit like Final Fantasy Tactics... without the whole 'tactics' part.  The graphics are okay, not super, but okay.  They aren't really bad, but they don't really blow you away.  I guess all in all the game is just 'okay'.  That word sums up Last Remnant.  Okay.",Don't buy this.  Don't.
B00DOD11RQ,1.0,it will not install...,One Star
B00DHF39EO,1.0,don't waste your money,what a pos joke.
B00083HJ5I,1.0,"I mean honestly were the develporers high when they made this!?!? I mean please tell me. You do 3 levels,city,ruins, and i cant even remember the other one because its so stupid. The graphics are okay for a handheld but wow you do the same thing over and over and is fun for maybe 15 minutes. Dont buy this game. Everyone likes different types of games so if theres nothing else at the rental store then rent it but do not buy it because this game sucks.",This a joke?
B00008DHNN,1.0,this game was simply a vice city in LA there was nothing really special about it at all.  i would not even recomend renting this game,BIGGEST DISSAPOINTMEN EVER
B013X9HA7K,1.0,Worst Legend of Zelda game I have ever played. How can this abomination be considered canon but Hyrule Warriors isn't?,Atrocious entry into a beloved series.
B00BI83EVU,1.0,"For an open world game, it's missions are repetitive, the world isn't very believable, it becomes a drag having to repeat the same missions in a similar manner. The ability to hack things and have a large effect on the world actually prevents immersion and you don't really feel you're part of the world. The graphics are so so. Ultimately the gameplay is boring, and that's all that matters to me in a game.",Repetitive and ultimately boring.
B00FRD78MS,1.0,Didn't work on my WiiU gamepad.,One Star
B0016B28Y8,1.0,"The visuals are great, but the game-play is laughable. There is less linearity in Monkey Island II! You just follow through a linear storyline, dying as many times as you need and just respawning so you keep trying until you blunder your way through.

It would have been better if they'd just made it into a ""straight to DVD movie"" that I could have rented at RedBox for a buck.

And then you try to play online, start off as a private and get killed within the first 10 seconds every time, in what amounts to a visually glorious, but ultimate less rewarding activity (for the over 30-something casual game player) than Team Fortress 2. Which is what this old-time gamer is going to keep on doing.

How on earth this so-called ""game"" made ""game of the year"" against something creative, playable, and strategically superior such as Bioshock, I'll never understand.

I must be getting old.","Linear, repetitive, and a waste of money."
B00CRN9UWC,1.0,"I bought this game thinking I could play it - after all, I have a laptop beefy enough to handle most anything I throw at it. To my surprise and utter dismay, this game is literally a BRICK (actually less useful than a brick) unless you have a good internet connection.

A few things about this... for one, my internet connection (at home and otherwise) is often poor and intermittent (I live in the USA)... furthermore, many times I simply have no access such as when I travel for work (airport, airplane, etc)... so already the game's usability is shot. On top of all this - I simply don't want a cloud-only based game. I want my save files and I want my backup of my save files... Had I known what EA did to SimCity, I would not have bought this in the first place.

I was really looking forward to countless hours in this release of SimCity... very sad.",The worst experience is no experience...
B000BYQJCI,1.0,"I don't know what planet D. Ackerman lives on. The game is far from solid.

Yes I have a killer rig too and yes I get to see some pretty nice graphics.

That my friends is where it ends.

False advertising - Unlocks don't work at all.

Save game corruptions

Crash to desktop on many occasions

Multiplayer module is pointless

I managed to have a bit of fun in a few parts of the game but its not worth

 it if you have not bought it yet.

This is just another example of the death of PC gaming. All the money

making is on the console side. This is a blatent grab for some extra cash

from the PC owners. It's so VERY obvious litte to no QA / Beta testing was

done on the PC version.

Warm up and practice your mindless joystick twitching PC Gamers, its the future....",Evidence of the death of PC gaming
B004L9WGDA,1.0,"Amazing things about this game:
Game Concept (being able to hijack certain enemies)(little secret ways to earn more points)
Music (Got some wonderful beats to go along with the game)
Character designs (especially that lady Sasha) is very well done, and has a high level of polish. (To bad the rest of the game doesn't)
Aesthetics
Character viewer is a cool concept

Things that are horrid:
Level design looks half done, it's poorly done...
Game Controls (IE how the game character responds to input.. the fighting, which is the main aspect of the game, is poorly executed. It should be smooth like Bolthouse farm Vanilla chai tea... yet its more akin to .. drinking black coffee, a horrid frustrating experience)

Gameplay (How they set the rules of the game up) are horrid... some things in the game, take more luck to pull off, than skill, just because of how they set up events. Like I'm doing a mission called ""Impeding Investigation"" during the white(good) selection of the game. This giant mining excavator goes berserk.. WEll.. not only does it kill the enemies before I can get to them, it moves fast enough to where basically all I can do is focus on avoiding it and staying alive, yet last long enough.. (it does two laps over the battlefield) to eat up a major chunk of my time limit, and then enemies spawn way to dang slow. I just beat this mission with literally 8 seconds left, and that was slaughtering enemies as fast as I possibly could. (I'm sure with a lot of practice one could beat it quicker some how, but it would also probably take luck)

I don't feel like going on, but over all its a poorly executed idea of a game. Cool in theory, but the team behind it...they suck at doing their job. That would sum it up. I was looking forward to this game, and well.. frankly I'm let down.

I've been a gamer for 20 years now. And it seems that a lot of game designers/developers, whatever you want to call them, have still yet to grasp how freaking important it is, to get the input right.. how important it is the way that the character responds to the user, how the environment responds to the user character. If their is this disconnect, this struggle to get the game to function the way it is intended, its going to be a horrible experience. I could deal with a graphically, or aesthetically lacking game, if it were a great gameplay experience.. and that's not the case with this game. Also, the camera/lock on is horrid as well. I felt like I was playing a game from th eyear 2000 or something.. gezus.

Also, the boss fight against a certain huge creature, that lives in the water, is so poorly done, that I got nauseated the second time I was forced to go through the fight. I dreaded it that much. Its a fight that get's drug out for no good reason.

Story for the game is Ok. Its simple, but good.

I played the game on Normal Difficulty. On the 360 version with a Razer Sabertooth Controller.

With a lot of missions you get 3 tries. With the last boss. You get three tries, and do to the poor game design, it took me three tries exactly. Because.. hey were gonna make a boss that flies, and give you no real way to get to him.. (heehee) I think that some of the people who made Dark Souls, must have gotten in on the bosses fights in this game,.",Wings of Wax
B000R0SS3Y,1.0,There is no way to say this strongly enough --- Play The Demo First. The controls are laid out poorly and don't work particularly well anyway and the camera is unforgivable. This will ruin the game for more than a few players. Play the Demo first. You've been warned.,Play The Demo First
B00013MRU2,1.0,"I really, really wish that I had read some reviews of this game before I bought it, because now I can't return it.  I could have spent my money on something much better than this string of snapshots with voiceovers attatched.  If this game were freeware, I probably would have liked it, but it's not.  Instead, it's a twenty dollar game that plays like freeware and has packaging like Myst.
Incidentally, it was the references to Myst on the packaging that led me to buy this game.  The packaging says, ""Think Myst but in a real location"" (Quandary).  True, like this game, Myst was basically snapshots of a fictional world that you could occaisionally interact with, much like this game, but there's a few big differences between Myst and this game.  Myst never really felt like a string of snapshots to me, because the world it depicted was so beautiful and mysterious, and the puzzles were so engaging.  Capri is beautiful, but moving through it is confusing and frusterating.  There are so many places where one street looks just like another, which makes getting turned around or lost really easy, unless you check the map every step of the way, and doing that just makes the game feel even more clunky.  I enjoyed the scenery in Myst, but I could care less about the many, many snapshots of streets that A Quiet Weekend in Capri includes.  There should really be a better way to navigate the world of this game.  I haven't finished this game yet, but the puzzles mostly seem to involve doing errands for people, which, combined with the frusterating navigation, becomes incredibly tedious.  The people themselves are another annoying aspect of the game.  It's impossible to talk to any of them, which seems odd for a game that takes pride in being located in a real place.  You'd think being able to talk to people would add to the reality of it.  The people themselves are also snapshots, by the way.  They are never animated, even when they're talking - even Myst animated talking people.  There are, in fact, very few animations in this game.
This game has, for me, redefined bad games.  I cannot believe that someone allowed this game to be released.  It's amazing to me that someone seriously thought that basing a game off of thousands of touristy photographs would be a good idea - and some of the photos aren't even all that good, blurry, with bad composition, or lens flares.  My plan is to sell this game as soon as I can.  Although I can't get cash from any of the places in my area, I can get game credit.  The next time around, I'll make sure I thoroughly research the game before I buy it.  This game may cost only twenty dollars, but it's a waste of every one of those dollars.  Do yourself a favor and get something better.  If you want to try this game, wait until it hits the bargain bins.",not at all what I expected...
B000G29G8Y,1.0,"This kit is pretty easy to sum up:

-Cheaper than the Microsoft model

-Not nearly as high quality

-The battery life is about as long as the Microsoft brand ones (not nearly long enough, in other words)

-The battery packs are microscopically larger than the originals, meaning they barely fit the controller

-The charge dock doesn't charge the Microsoft brand packs (this one really irritates me)

Now you know what I wish I knew before I bought it. Thankfully there are now about a hundred different charging options besides this one.

Update: one of the battery packs now refuses to hold a charge, even though I have used them as much as the Microsoft ones. So, one star it is then; buy the Microsoft brand instead.",cheap for a reason
B005OM6CGU,1.0,"I should know better by now than to buy ANY european game as they think for some reason that everyone is a developer and needs zero instruction on controls and game mechanics.  There is no documentation with this and no tutorial.  I suppose if you are some sort of gaming masochist you could eventually enjoy this after you spent 100 hours punching every button, face palming and slamming your head into the wall in frustration trying like hell to figure out what everything did and what exactly you are supposed to be doing...  argh!!",no tutorial
B000B6ML0U,1.0,"graphics are substandard for a next gen game theres a lot of flaws like when you move alot of times you can see things actually getting drwan along the way, the control is only par and there are alot of bugs like getting stuck in some places and theres alot of the doll effect on the enemies, safe yourself the aspirin and pass up the copy of this waste of time.",Horrible
B00YXO5V3U,1.0,"I owned a Turtle Beach PX22 (also broken in the same way) where the plastic above the right ear was cracked and broken.  I owned this for four months before it cracked.  There is a reason why an extended warranty is not offered on these (they have a 90-day limited warranty), it's because the quality of its construction is absolute garbage.  Do yourselves a favor and save $50 and pick up an SA928 (quality construction).",GARBAGE!  HEADSET BREAKS ABOVE EAR PIECE WITHOUT FAIL IN 4 MONTHS!
B00KVR4HEC,1.0,"Whoahhh--- bad controls, INSANE difficulty, not worth it, even for free!",One Star
B00BGA9Y3W,1.0,waste of money in my opinion,One Star
B00168PFFK,1.0,"Most useless things I've seen in recent memory. If you can manage to get one on cleanly, it seperates at the corners within a day. You can clean and make every surface flawless - it's not happening. Save yourself the frustration...",Most useless things I've seen in recent memory
B00005ME7U,1.0,"That's not true, I did enjoy the manga-styled Bomberman movie scenes, but the game... EUH! It's the ancient style, offers very little, and NO variety. I enjoyed the N64 Bomberman for it's multi-player, here they left that out and it left a big gap. Trying to play is ridiculous, the computer loses about 7 percent of the time, and it's no fun attempting to beat them. You never feel responsibility for the loss. The game can change soo quickly that it might as well be set to one minute, to save us time. There's way too much going on in one screen, like 50 different things and it's like you're supposed to try to watch it all, and you don't... and you lose. Also, there isn't even an Adventure mode here! It's all bombing in a small space. You always start out in a cramped area, far away from opponents. It's so old, and dull, it's begging for a drastic gameplay overhaul, like the N64 version (not saying that was great, but it WAS a direction with genuine innovation). All of the elements exist for a fun game, but it doesn't ever come together. I kept wondering when I would get to the fun part. ...",Zero Appeal
B000P297EI,1.0,Worst of the series....,Not as good as it's predecessors...
B0009Z3IVY,1.0,"The third game offers nothing new or exciting enough to warrant a third visit to this series. Everything could've ended fine with the second one, but instead Ubisoft had to poop out another Prince of Persia game, in turn creating the least fun version of the series. Get Warrior Within or Sands of Time instead.",Terrible game
B0012S3X2Q,1.0,"This game did not activate with the key code provided. The company, Southpeak games lists a phone number and e-mail for customer support. After three phone calls, (recorded message each time), and four e-mails over a three week period, I have heard nothing. So maybe they're out of business or they all died in a nuclear blast. However, the phone number works and all the e-mails went through. I will send one last e-mail notifying them of my review on Amazon. Hopefully Amazon will grant me a refund. First and last time I will purchase a game sold by Southpeak games.",Don't waste your money
B000NJIUZ0,1.0,"Could have been a fun GTA style game... however the annoying camera just zoomed in way to frequently and just ruined the game for me... I'll never play it again.  Now every time I look at other action games like this... I'm always worrying they'll have a problem like this.

I was so upset that there was no camera handling options.  1 star.

Lesson learned... read reviews or rent games first before buying.",Camera DESTROYS this game for me...
B000PS2XES,1.0,"i got these game for the multiplayer aspect of the game, and team fortress is the only multiplayer that comes with it, i think they are being a little dishonest whyle selling the game,",i feel cheated
B002673XJA,1.0,The developers actually stated that they released the game so they could use that revenue to complete it.  Wow.  Just wow.  Every Star Trek fan just got spit in the face as far as I'm concerned.  This MASSIVE world feels like you're floating around in an area the size of a toilet bowl with other turds.  People were lvl capped within days of release and there is virtually no content.  Of course there are some losers that go against the grain and will tell you it doesn't suck...but those are the people that pick the opposite of popular opinion strictly because they think it makes them an individual.  It took me about a day to realize that this game is a joke. Probably won't be an expansion and won't be around by xmas.,Broken Unfinished and Waste of Money!
B00ZM5ON88,1.0,"No map or clear path to follow! I hate games like this! Running aroung aimlessly trying to figure out how to move the story along is a WASTE of time! Don't buy this! It will not only disorient you if you're new to this game, but also upset you for NOT making it easy to solve! All the 5 stars are clearly trolls. I hate being mislead! What an awful build design to this game!",F- Rating!
B00178630A,1.0,"Connection issues aside, the first week or two of the game was a lot of fun.  Then it went all downhill.  Between Blizzard's constant patches that ""fix"" the game (which actually make it less and less enjoyable with each new ""fix""), server downtime that affects your ability to play any part of the game (including single player), and the diminishing player base, the game has become a stressful time sink that I wish I had never wasted a penny on.",Don't waste your money
B000CQ75VY,1.0,"wow.. i don't know what kind of crack reviewers are smoking, but this game sucks BIG TIME.  the graphics are fine - what sucks is the gameplay.  imagine playing devil may cry or ninja gaiden or god of war... WITH ALL OF THE FUN TAKEN OUT, and you've got a perfect idea of what onimusha: dawn of dreams is.  no fast furious action.  no rolling around the ground or jumping high.  none of that.  just standing still, swinging a sword as if these are still the days of NES.  geez.  this game is so boring i don't see how anyone can play over 15 minutes.",absolutely terrible.
B00002SUR0,1.0,"While this is a terrific game concept with some nice features, it is far more work than play. The core of the game is a standard 4X space empire builder, with colony management, a complex tech tree, tactical space and  ground combat, espionage, and diplomacy. But there is no centralized  display of colony status. A building must be supplied with both power and  workers in order to operate, and if it doesn't have enough of either, it  will simply shut down and the game gives you no warning or announcements.  You are forced to pause the game every few months and personally inspect  every single colony to discover these problems. But the tech system is even  worse, and has not been improved from IG1. There are three types of tech,  and so you have to have three types of labs. But you can only research one  invention at a time, so while you're developing a new hyperdrive in your  ship labs, your ground unit and colony facility labs are sitting idle,  sucking up your colony's power and workers. If you can't afford that waste,  and most of the time you can't, you have to once again personally remember  where you placed each one of up to 30 labs, go to the colony display for  each planet on which you have a lab, and turn the idle ones off, one at a  time. If you decide to develop a new building next, you have to go around  and turn off all the ship labs and turn all the building labs on again. And  I don't have room here to go into the game's futile diplomacy system, or  the sluggish screen redraw, or the constant nagging interruptions by  messages regarding random events and spies demanding orders. No offense to  the other reviewers here, but only a hardcore strategy addict with a fetish  for micromanagement could enjoy this game. I returned it four days after I  bought it.",Master of Micromanagement
B000M17AVO,1.0,"Ok, so you've read a few 1-star reviews that mention that the Stop button is sandwiched in between Play and Pause. And if you're like me, you may think to yourself, ""Meh, that's not a big deal."" However, let me make two points here:

1. Unless you're very careful, you WILL hit Stop when you meant to hit Pause, and you will do this OFTEN
2. Most blu-ray discs don't support auto-resume (A step backward from DVD, but I digress)

You know what this means, don't you? If you're watching a movie and the telephone rings, you're gonna hit Stop on the remote accidentally and end up back at the PS3 menu, and you're gonna have to start the disc again from the beginning. This happened to me 3 times tonight while watching Dark Knight, and if you're easily offended, you would not have wanted to be in the room with me to hear the profanity that was spewed from my lips.

I am ANGRY at the person at Sony who is responsible for the design of this train wreck of a remote, because I know they did it on purpose. Nobody could be so stupid as to do a thing like that unintentionally.",This thing was designed by engineers ...
B005JB84GM,1.0,"My controller failed, in the same way that they have for many others. The left and up on the D-pad failed at the same time as the Square and Triangle buttons failed.

Sony did not bother to replace an obviously failed design version of the early controller, even though it was never dropped, had been exposed to liquid or temperature extremes, and offered no ability to pay for a way to swap it out with a new version.

I highly recommend being wary of this product, if it's an earlier generation model.",Junk
B000SL4IIG,1.0,"Very poor quality.  Mine went to only solid red or green screen after a couple weeks.  It doesn't seem like very high quality wiring is used in the vga cable or the actual connecting point for the cable inside the box as they seem to be losing connection.  Id either spend more money for a very good vga box maybe even a handmade one, or simply save some money and get the one by tomee that does vga only.",poor quality
B00ZE361SS,1.0,"DO NOT BUY THIS GAME!
At least for the PS4. The audio keeps cutting out and you have to completely reboot the system in order to get the game to work. Sometimes you have to reboot a couple times. This is a known issue, appears to have been around for a while, yet NOTHING has been done to fix it. There is no 'save' option in the game so you can be 30+ minutes into a mission, loose sound, and then you are screwed. Kind of hard to play a game a rely on the sounds around you when all of them are gone. If thi is the kind of quality that can be expected from UbiSoft, I will avoid their games.
$70 down the drain. Maybe they should have a buy back program, sell unusable products to consumers, they should buy them back.",Do NOT BUY - TOO MANY BUGS
B0081Q58AW,1.0,"What an EPIC FAILURE THIS IS!!!!!! Have you seen the trailer? Look so frigging amazing. Then... this. I don't know what to compare this game to. perhaps, Aliens Colonial marines, just set to be online, mmorpg? Its a god awful game. As much as I was looking forward for this half- a$$ed game, it's like they made a draft of the game and launched it. The game crashes, graphics are average, animations are way below average in many cases. Kill the boss, get 2 gold. Lol what?! Oh and horses for later DLCs that were released, are way too expensive. To me it seems that Bethesda saw a huge potential with Skyrim's fame and then just greedily made something that resembles a game, put money on great looking trailer and now they reap money from players. Also to play as Imperials, you gotta pay. Well, enough said, the game looks and behaves awful. It is just done for money grab!",Oh wow
B0047TG2R0,1.0,"You'll read better reviews than this one. Others have gone into greater depth and taken more time. I want to explain briefly why I am giving this a 2/5, however.

The one word to summarize this game: BORING.

I bought this a few days ago. There's a reason, I now know, that a 10 month old game is selling for only $20 at a local big box. I hear DA: Origins was great. I never played that. Some reviewers here are reviewing DA 2 not on its own merits but as an inferior comparison to DA: Origins. I am not. I really have no horse in this race. Another reviewer said this is a terrible RPG but a great button masher. I disagree heartily. If you've ever played Diablo, that is a 50 IQ brainless button-mashing experience, but it's also unbelievably fun. This is not that. Although the combat (what little I've seen when not stuck in a dialog screen) is nothing more than idiotic smashing of A, the rest of the game is not an action adventure at all.

I have played only several hours but based on what I've experienced and read elsewhere, that's enough. Yes, I'm reviewing after only a few hours, but I don't want to play anymore. I have been playing RPGs for many, many years now and this is one of the worst impressions I've had. Here are the main problems:

1) Graphics are bad. They are quite dated in comparison to what the 360 is capable of and we've seen elsewhere
2) Terrible city design. The entire city feels like it was auto-generated. The space between buildings is absurdly large (streets you could drive parade floats down side by side) and it makes everything feel extremely artificial. Too many squares and rectangles and not enough people. It just feels unnatural. They were going for grand, they got weird.
3) Way too much talking between characters. I have spent much more time in dialog than in actual combat or doing anything in the game. The ""game"" is way too much chatter and unfortunately since it's all voiced it cannot be skipped. Voiced is fine--but only if I can skip it to speed things up.
4) You know something is wrong when you level up and can't be bothered to go into the menu to choose stats. I think the moment I hit ""auto-level up"" I realized I didn't care at all anymore and I wouldn't be playing again. I never cared, nor felt it mattered.
5) I've never had a game for only a few days and when bored (this evening) struggling to find something else to do so I wouldn't have to go down and force myself to like it.

I actually read some (not enough) reviews of this before purchase. I was expecting a dumbed down RPG with a rich story and fast-paced action, but it isn't. It's slow and uninspiring.

The game was severely rushed, and there is a reason why the lead designer of Dragon Age Origins left the company during design of this. He probably just couldn't stomach it. I know I couldn't.",I am not am embittered DA Origins fan
B00DHF3BZQ,1.0,"I bought it at Game Spot, I was expecting something easier like Manhunt 1-2, or Resident Evil, instead I got a game where you can't attack your enemies head on, you got to hide and come at them from behind. That really sucks. Survival horror? LOL, the only horror is spending $59 on a game that sucks, I hope GameSpot gives me $40 for my trade so I can get something better.

Hey Video Game Makers, stop giving us garbage. M-Rated? This piece of s-word should be rated B for Boring.",Too hard and you have to hide all the time
B00004U4SR,1.0,"What have they done to you D!?  This game had so much potential.  Good graphics, great story, and a huge fan base.  But they made the game slow, excessively difficult, and bland.  I tried, I actually TRIED to like this game, but it was so hard to feign interest in it for more than an hour.  I loved the movies, but this is a travesty!
Go Buy the Legacy of Kain series instead",Noooooooooooooooo!
B00149PCAO,1.0,Disk came very scratched and the game crashes about halfway through even though it was claimed to be fully tested and working,Terrible
B00EI4V3X2,1.0,"I bought these to replace my x12s and I have to say I was extremely dissatisfied. The volume is atrociously low. So low that it renders them useless. Searching,  I found out that Turtle Beach now, by design, hinders the volume output because of European law. I returned mine because they are worthless if you can't hear the faint footsteps of the enemy in multiplayer, or the reloading of a gun when they run out of ammo. I am apalled they charge that much for inferior quality. Until they manufacture an ""American"" version I am not paying for another pair of Turtle Beaches.",Horrible downgrade.
B00ZMBMO06,1.0,It doesnt explain that some games u have to download that is suppose to come on it and some games u have to have a xbox 360 account on ur xbox one in order to play it,It doesnt explain that some games u have to download ...
B000MXSP2K,1.0,uncomfortable and really doesn't work all that well. don't waste your money on this because it really isn't worth it.,simply garbage and a waste of money
B00004U1P5,1.0,Wouldn't install not compatible.,One Star
B00007KQC1,1.0,"I have written and rewritten this review, and this is my final offer. Any would-be buyers of this game, PLEASE take this as a caveat; I really want to convey just how lousy this game is. Any comparison of this game to the rest of the series is ludicrous, but anyway...
As I said before, you play the game as the character Ryu, a government grunt. Mankind has been forced to live under the earth due to reasons lost in antiquity, and the citizens are placed into their positions via a rating system (a ratio - the closer the ratio is to 1, the more potential a person has, and thus the greater station this person is allowed to have). Surprisingly, the higher your ratio, the closer to the surface you are allowed to live, despite the conviction that the outside world is poisonous. Anyway, the purpose of the game is to climb out from the bowels of the earth in an attempt to reach the sky. This is the story. If you find it excellent, well, to each his own, but personally,I don't think this tale stands up to the likes of Xenosaga, .hack:infection, Suikoden III, FFX, etc.
However, complicating matters is the D-Hunger gauge, against which I have railed in the past. As you progress through the game, this gauge constantly rises (increasing about 1/100 of a percent every 2-3 seconds on its own). SHould your character transform into a dragon (or use other special abilities), the rate of increase rises dramatically. Assuming you never use ANY of these abilities, however, you essentially have 20000-30000 seconds to finish your game (or about 6-8 hours). Failing at this, it is game over. In fact, you have to restart your game from the beginning. There is NO carrying over of statistics; what CAN be carried over are the weapons and armor you have equipped, any items you have stored away, the skills you have learned and ""party experience"", which can be used to boost your characters upon the replay. Furthermore, if you are considering beating the game on your first go around, don't. It is physically impossible (I know, I tried it out). I have a lot of words to describe this atrocious system, but ""realistic"" isn't the first to come to mind.
I believe in innovation, when it makes a game more fun. However, this is absurd. You want the trick to beat the game? Simply play through as far as you go twice, remembering to store all of your acquired items and NEVER use party experience. That way, on your third time through, you can buff up your characters so much that they will destroy any enemy they come across (yes, I decided to go back and finish the game). Hence, an 8 hour game becomes a 24 hour game, since every scene is seen three times. The fact that you can't save often is a blessing in disguise - saving doesn't really help you anyway (the D-Hunger gauge isn't going anywhere). Oh, and for a more ""realistic"" gaming experience, notice that you have a ""quit"" command. This command essentially allows you to save at a certain spot, and then use you dragon abilities to try to acquire certain skills and items you might not otherwise be able to acquire. Oh sure, you'll die, but you can start over at the save spot, with all of the abililities now in your repertoire. In fact, the guide (which may be the most useless instruction guide in all of gaming, oftem times confusing me more than instructing me) tells you to use this strategically. The realism is overwhelming. The moral is: if you try to beat the game on one walkthrough, forget it! Instead, the system rewards ineptitude over ingenuity.
If you are one of those (sad to say many) people who simply cannot stand the mainstream, and would sooner gouge out their eyes than play a game everyone else is playing, this might be for you. To be sure, the system is innovative, and I am sure it will never rear its ugly head again. However, if you enjoy fun game, or if you simply don't want to waste fifty bucks on a stinker, stay the hell away from this abomination. Play Xenosaga (another innovative game), or .hack, or even Final Fantasy X for the nth time. This game reeks...",This is the last time - I promise!
B0013016O0,1.0,"Same as some other reviewers here: Could NEVER get it to sync. Sending it back; obviously there are a bunch of bad ones here that don't make me feel good about Nyko :(

UPDATED:
So, I got it to work, and it works great. How? Well, turns out the instruction manual with it is useless. While it clearly states to get both components into the 'fast blinking' stage, that does NOT connect the devices.
Once both are blinking fast, THEN hit the button one more time on the guitar. They will not connect (and stay connected). No mention of that in the manual mind you. I searched the web, and followed a many posts there).","this one broken, too (UPDATED: WORKS, the instructions are wrong)"
B000066TSA,1.0,not good,One Star
B0016NM7BU,1.0,"Guess Im just not into this type of game.  It sucked, i didn't really like it to much however the kids did",Dont like it
B00178630A,1.0,"I believe most of the people writing negative reviews loved the Diablo franchise but were disappointed with it's evolution in D3. It's disappointing from that standpoint, certainly, but it would be a disappointment on its own due to it's many flaws which are well enumerated in the reviews already so I won't waste the space beyond adding my own negative opinion.",A disappointment.
